
Alpha

~/ensino/private/E2/Alpha ~/ensino/private
Zeta |asl90 - OK - ""
Zeta |asl91 - OK - ""
Zeta |asl92 - OK - ""
Zeta |asl93 - OK - ""
Zeta |asl94 - OK - ""
Zeta |asl95 - OK - ""
Zeta |asl96 - OK - ""
Zeta |asl97 - OK - ""
Zeta |asl98 - OK - ""
Zeta |asl99 - OK - ""
~/ensino/private
